"week","year","spain","france","italy","poland","uk","age","gender"
32,2020,0,-0.6,1.6,1.6,4.6,"25-29","F"
33,2020,0.8,-1.2,0.8,-0.2,6,"25-29","F"
34,2020,6,0.2,1,3,-0.199999999999999,"25-29","F"
35,2020,2.2,0,-1,0,4,"25-29","F"
36,2020,-2.4,0.2,-6.4,-4.4,-2,"25-29","F"
37,2020,-1.8,1.6,-2,-1,-2.6,"25-29","F"
38,2020,-0.4,0.4,0.2,5.2,-4.2,"25-29","F"
39,2020,-0.8,0.199999999999999,1.6,1.6,2,"25-29","F"
40,2020,1,-4.6,-2,-5,0,"25-29","F"
41,2020,1.2,-1.2,-5.4,-2.4,-3.6,"25-29","F"
42,2020,-1.6,-2.6,-1.2,7.8,0.6,"25-29","F"
43,2020,-1.4,-4,-3.4,-0.4,2,"25-29","F"
44,2020,1.4,-4.4,-0.6,4.4,-3,"25-29","F"
45,2020,-2.6,3.6,1.6,1.6,1.8,"25-29","F"
46,2020,-0.6,-1.6,-1.4,8.6,-0.800000000000001,"25-29","F"
47,2020,3.2,2,-3,9,1.6,"25-29","F"
48,2020,-1,-3.8,3,-1,-2,"25-29","F"
49,2020,3.8,-5.6,-2.2,1.8,1.8,"25-29","F"
50,2020,0,-2.8,2.8,14.8,5.6,"25-29","F"
51,2020,-3.4,-4.2,-2,-1,-8,"25-29","F"
52,2020,1.8,7.2,-3.6,1.4,NA,"25-29","F"
53,2020,6,-5,5,9,NA,"25-29","F"
1,2020,3.6,-6.4,-4.4,23.6,3.8,"30-34","M"
1,2021,-3.4,-3.4,4.6,28.6,NA,"30-34","M"
2,2020,1.6,-7.2,-4,18,-1,"30-34","M"
2,2021,-2.4,-8.2,3,18,NA,"30-34","M"
3,2020,-1.4,-2.4,-2.6,16.4,-5.2,"30-34","M"
3,2021,1.6,4.6,-3.6,24.4,NA,"30-34","M"
4,2020,-3.6,2.6,-5.6,10.4,-12.6,"30-34","M"
4,2021,-2.6,2.6,-9.6,10.4,NA,"30-34","M"
5,2020,6.8,-1,-2.4,21.6,0,"30-34","M"
5,2021,8.8,-2,-3.4,24.6,NA,"30-34","M"
6,2020,-1.6,-3.8,-2.6,14.4,-1.4,"30-34","M"
6,2021,2.4,-2.8,-6.6,13.4,NA,"30-34","M"
7,2020,-3.6,4.2,-0.6,22.4,0.200000000000003,"30-34","M"
7,2021,-6.6,1.2,3.4,36.4,NA,"30-34","M"
8,2020,-0.800000000000001,-7.8,11.2,19.2,2.4,"30-34","M"
8,2021,7.2,2.2,-4.8,24.2,NA,"30-34","M"
9,2020,-0.399999999999999,5.4,-1.2,21.8,7.2,"30-34","M"
9,2021,-1.4,-0.600000000000001,NA,28.8,NA,"30-34","M"
10,2020,2.8,-5.4,3.8,21.8,2.6,"30-34","M"
10,2021,-2.2,-3.4,NA,15.8,NA,"30-34","M"
11,2020,-1.6,4.4,4.4,24.4,9.4,"30-34","M"
11,2021,-2.6,3.4,NA,16.4,NA,"30-34","M"
12,2020,3,-2,-10.2,14.8,-3,"30-34","M"
12,2021,5,-3,NA,14.8,NA,"30-34","M"
13,2020,-1.8,-1.8,1.2,10.2,-0.600000000000001,"30-34","M"
13,2021,NA,-9.8,NA,18.2,NA,"30-34","M"
14,2020,0.4,2.4,0,17,20.2,"30-34","M"
14,2021,NA,-5.6,NA,25,NA,"30-34","M"
15,2020,1.4,8.6,-2.4,16.6,2.8,"30-34","M"
15,2021,NA,-6.4,NA,17.6,NA,"30-34","M"
16,2020,1.8,-4,2.6,11.6,5.8,"30-34","M"
16,2021,NA,-5,NA,24.6,NA,"30-34","M"
17,2020,0.4,-3,2.2,23.2,7.6,"30-34","M"
17,2021,NA,NA,NA,16.2,NA,"30-34","M"
18,2020,3,-9.2,-3.2,12.8,-0.600000000000001,"30-34","M"
18,2021,NA,NA,NA,9.8,NA,"30-34","M"
19,2020,-1.6,-3.4,-5.4,32.6,-12.6,"30-34","M"
20,2020,-4.2,-3.8,-2.2,20.8,0.799999999999997,"30-34","M"
21,2020,-8.8,3.4,2.6,17.6,-3,"30-34","M"
22,2020,-0.800000000000001,-0.600000000000001,-7.6,18.4,9.2,"30-34","M"
23,2020,-0.399999999999999,-12.4,-7,21,10,"30-34","M"
24,2020,2.4,3.6,-3.8,20.2,-9.4,"30-34","M"
25,2020,-4.6,0.200000000000003,-11.4,18.6,-4.8,"30-34","M"
26,2020,-6.8,8,-13.8,19.2,-10.8,"30-34","M"
27,2020,-7.8,1.2,-7.2,24.8,-2,"30-34","M"
28,2020,0.199999999999999,-5.4,-0.800000000000001,27.2,2.8,"30-34","M"
29,2020,-0.4,-2.4,-4.2,19.8,-10.6,"30-34","M"
30,2020,0,-11.4,-5.2,27.8,8.4,"30-34","M"
31,2020,2.8,5.8,0.600000000000001,18.6,-5.2,"30-34","M"
32,2020,1.6,1,-0.600000000000001,31.4,5.6,"30-34","M"
33,2020,7,1.8,-5.8,26.2,-2.2,"30-34","M"
34,2020,9.4,-7,-1.6,28.4,5,"30-34","M"
35,2020,4.8,0.799999999999997,-0.800000000000001,16.2,12.8,"30-34","M"
36,2020,6.6,4.8,0.800000000000001,32.8,-8.6,"30-34","M"
37,2020,12.6,10.8,2,18,2.4,"30-34","M"
38,2020,11.6,4.8,-3.6,25.4,8.6,"30-34","M"
39,2020,6.4,-2.4,3.2,19.2,5.8,"30-34","M"
40,2020,3.2,5.8,-2.4,22.6,-1.4,"30-34","M"
41,2020,1.2,1,0,33,-1.8,"30-34","M"
42,2020,-0.600000000000001,-4,-7.8,29.2,13.8,"30-34","M"
43,2020,6.2,6.6,-1.2,34.8,6.8,"30-34","M"
44,2020,1.4,-5.8,-0.800000000000001,47.2,0,"30-34","M"
45,2020,-2,-7.6,7.4,40.4,-7.8,"30-34","M"
46,2020,3.2,-5.8,0.600000000000001,33.6,11,"30-34","M"
47,2020,-1.2,-5.2,-1.6,34.4,1.2,"30-34","M"
48,2020,-6.2,-1,-3.8,36.2,3,"30-34","M"
49,2020,-2.2,0,1.2,29.2,-4.8,"30-34","M"
50,2020,2.2,-5,0,17,3.8,"30-34","M"
51,2020,-5.6,14,0,36,0.600000000000001,"30-34","M"
52,2020,-1.4,-4,-2,38,NA,"30-34","M"
53,2020,-12,1,-18,27,NA,"30-34","M"
1,2020,-2,-2.6,8.8,3.8,-4.8,"30-34","F"
1,2021,-5,-8.6,1.8,-2.2,NA,"30-34","F"
2,2020,-1.2,0.199999999999999,-3.2,-7.2,-2.6,"30-34","F"
2,2021,2.8,-2.8,3.8,3.8,NA,"30-34","F"
3,2020,-1,-4.2,0,5,-3,"30-34","F"
3,2021,-3,-0.199999999999999,2,-2,NA,"30-34","F"
4,2020,-0.4,6.8,-3.8,-0.800000000000001,1.6,"30-34","F"
4,2021,-2.4,1.8,-1.8,-0.800000000000001,NA,"30-34","F"
5,2020,-3.2,-4.2,0.2,5.2,2.8,"30-34","F"
5,2021,-1.2,1.8,-3.8,-0.8,NA,"30-34","F"
6,2020,-2.8,-4.8,0.6,1.6,-7.4,"30-34","F"
6,2021,-2.8,0.199999999999999,1.6,-0.4,NA,"30-34","F"
7,2020,-1.6,-1.8,1.4,4.4,-8.6,"30-34","F"
7,2021,-4.6,-6.8,-1.6,6.4,NA,"30-34","F"
8,2020,-4.2,-8.6,1.8,6.8,6.2,"30-34","F"
8,2021,0.800000000000001,-2.6,3.8,9.8,NA,"30-34","F"
9,2020,-2.4,1.8,0.800000000000001,0.800000000000001,-0.199999999999999,"30-34","F"
9,2021,0.6,12.8,NA,-4.2,NA,"30-34","F"
10,2020,2.6,-2.4,-2.8,-1.8,3.4,"30-34","F"
10,2021,1.6,-2.4,NA,7.2,NA,"30-34","F"
11,2020,-1.8,1,-3,-2,-1.4,"30-34","F"
11,2021,0.2,-7,NA,2,NA,"30-34","F"
12,2020,4.2,5,-1,1,4.8,"30-34","F"
12,2021,-7.8,3,NA,8,NA,"30-34","F"
13,2020,6.2,1.8,3.8,2.8,1,"30-34","F"
13,2021,NA,-5.2,NA,9.8,NA,"30-34","F"
14,2020,-3,-4.8,1.8,3.8,3.4,"30-34","F"
14,2021,NA,-3.8,NA,10.8,NA,"30-34","F"
15,2020,0.4,1.4,0.2,-2.8,-1.2,"30-34","F"
15,2021,NA,-3.6,NA,10.2,NA,"30-34","F"
16,2020,-2.2,-4,4.4,2.4,5.4,"30-34","F"
16,2021,NA,-4,NA,6.4,NA,"30-34","F"
17,2020,2.4,-3.2,-2.8,2.2,11.2,"30-34","F"
17,2021,NA,NA,NA,6.2,NA,"30-34","F"
18,2020,-2.4,-2.8,-3,2,10.6,"30-34","F"
18,2021,NA,NA,NA,-2,NA,"30-34","F"
19,2020,4.2,-0.800000000000001,2.4,3.4,-0.399999999999999,"30-34","F"
20,2020,3.6,-3.4,-1.8,1.2,-8.8,"30-34","F"
21,2020,0,4.6,-1.2,-3.2,1.2,"30-34","F"
22,2020,-0.4,-1.6,-0.6,1.4,-4,"30-34","F"
23,2020,0,6.6,0.6,5.6,-0.199999999999999,"30-34","F"
24,2020,2.2,-4.6,0.2,1.2,7.2,"30-34","F"
25,2020,2,5,-4.4,4.6,-7.4,"30-34","F"
26,2020,-0.6,-4.8,-1.6,0.4,-10.8,"30-34","F"
27,2020,-4,6.2,-4.2,0.800000000000001,-0.600000000000001,"30-34","F"
28,2020,5.6,-0.6,0.800000000000001,3.8,4,"30-34","F"
29,2020,0.4,0.4,-2,3,8.4,"30-34","F"
30,2020,-3,-3.4,1.8,3.8,6.2,"30-34","F"
31,2020,0,0.800000000000001,-2.8,3.2,4.4,"30-34","F"
32,2020,-3.4,-5.2,2.2,6.2,15.8,"30-34","F"
33,2020,1.4,3,-7.2,-3.2,11.4,"30-34","F"
34,2020,-3.8,-2.2,-2.4,-0.4,-1.6,"30-34","F"
35,2020,-3.6,7.2,-1.8,3.2,-4.4,"30-34","F"
36,2020,0.4,7.2,-4.2,6.8,-3.4,"30-34","F"
37,2020,-2.2,0.6,-4.4,1.6,5.8,"30-34","F"
38,2020,1.2,0.4,0,5,1.2,"30-34","F"
39,2020,-2,3,2,3,7.2,"30-34","F"
40,2020,4,3.2,-3.8,3.2,3.2,"30-34","F"
41,2020,5,11.4,1.8,1.8,4.8,"30-34","F"
42,2020,-2.6,-1.2,2.4,3.4,3,"30-34","F"
43,2020,-0.4,2.6,4.8,-2.2,2.4,"30-34","F"
44,2020,0.4,0.199999999999999,-0.800000000000001,2.2,3.4,"30-34","F"
45,2020,5.4,1.4,2.4,9.4,-1.6,"30-34","F"
46,2020,-1.4,1.2,-0.4,3.6,2,"30-34","F"
47,2020,-3.8,-0.800000000000001,-2.6,7.4,0.399999999999999,"30-34","F"
48,2020,0.2,7.2,3.8,3.8,3,"30-34","F"
49,2020,3.4,-1.2,3.4,7.4,2,"30-34","F"
50,2020,6.6,6.6,-0.6,5.4,2,"30-34","F"
51,2020,0.8,-1.8,0.199999999999999,4.2,0,"30-34","F"
52,2020,0.4,-1.8,0.4,6.4,NA,"30-34","F"
53,2020,5,-1,-3,4,NA,"30-34","F"
1,2020,-0.399999999999999,-2.8,-3.8,43.2,-3.4,"35-39","M"
1,2021,-4.4,-4.8,-8.8,48.2,NA,"35-39","M"
2,2020,-7,-5.8,0.199999999999999,28.2,-3.6,"35-39","M"
2,2021,9,-4.8,-1.8,37.2,NA,"35-39","M"
3,2020,0,2,4.6,39.6,4.4,"35-39","M"
3,2021,3,-2,5.6,41.6,NA,"35-39","M"
4,2020,-7,-19.6,0.800000000000001,36.8,6,"35-39","M"
4,2021,0,-2.6,-11.2,23.8,NA,"35-39","M"
5,2020,8.8,-1,-4.8,12.2,-2.4,"35-39","M"
5,2021,-11.2,-6,-4.8,30.2,NA,"35-39","M"
6,2020,-8.6,0.600000000000001,-13.4,26.6,2.2,"35-39","M"
6,2021,-7.6,-9.4,-8.4,34.6,NA,"35-39","M"
7,2020,-2.2,8.4,-2.8,20.2,15.6,"35-39","M"
7,2021,3.8,3.4,-8.8,43.2,NA,"35-39","M"
8,2020,8.2,6.8,16,38,11,"35-39","M"
8,2021,0.199999999999999,-2.2,-6,35,NA,"35-39","M"
9,2020,-0.199999999999999,-6.6,-2.6,25.4,12.4,"35-39","M"
9,2021,-2.2,-6.6,NA,25.4,NA,"35-39","M"
10,2020,-5.8,2.2,3.4,31.4,3,"35-39","M"
10,2021,0.199999999999999,11.2,NA,49.4,NA,"35-39","M"
11,2020,-5.8,4.4,-4.2,41.8,10.2,"35-39","M"
11,2021,0.199999999999999,2.4,NA,46.8,NA,"35-39","M"
12,2020,6.2,-3.4,7.4,24.4,10.4,"35-39","M"
12,2021,-4.8,-2.4,NA,58.4,NA,"35-39","M"
13,2020,-3.6,9.4,-0.399999999999999,33.6,3.2,"35-39","M"
13,2021,NA,1.4,NA,58.6,NA,"35-39","M"
14,2020,4.8,3.6,-1.2,32.8,7.2,"35-39","M"
14,2021,NA,-7.4,NA,49.8,NA,"35-39","M"
15,2020,2.8,5.8,-7.8,44.2,25,"35-39","M"
15,2021,NA,-2.2,NA,64.2,NA,"35-39","M"
16,2020,-4.4,-3.4,-4.8,44.2,21.4,"35-39","M"
16,2021,NA,-8.4,NA,50.2,NA,"35-39","M"
17,2020,-3.6,-8.2,-7.4,36.6,16.8,"35-39","M"
17,2021,NA,NA,NA,31.6,NA,"35-39","M"
18,2020,-8.2,-6.4,-4.2,28.8,19.6,"35-39","M"
18,2021,NA,NA,NA,26.8,NA,"35-39","M"
19,2020,-3.6,-11,-7.4,43.6,-0.799999999999997,"35-39","M"
20,2020,-2.6,11.8,-3.6,40.4,8.8,"35-39","M"
21,2020,-6,-9.6,3.2,41.2,8.8,"35-39","M"
22,2020,1.4,3.6,-9.8,43.2,10.4,"35-39","M"
23,2020,-7.6,1.4,-7.4,42.6,-4.8,"35-39","M"
24,2020,3.2,-8,-0.399999999999999,43.6,16.8,"35-39","M"
25,2020,3.4,2.4,-9.6,31.4,2,"35-39","M"
26,2020,-6,5.8,-1.4,30.6,-11.4,"35-39","M"
27,2020,-5.2,6.2,-6,39,-11,"35-39","M"
28,2020,-1.4,-8.4,2.6,29.6,14.6,"35-39","M"
29,2020,-1.8,13.4,-16.2,40.8,7,"35-39","M"
30,2020,-8,-2.8,-4.8,25.2,0.799999999999997,"35-39","M"
31,2020,-2.6,1.4,4.2,42.2,-1.8,"35-39","M"
32,2020,-4.4,-1.6,9.6,35.6,0.200000000000003,"35-39","M"
33,2020,0.199999999999999,7.2,-8.2,50.8,-0.200000000000003,"35-39","M"
34,2020,-3.8,-4.8,2.2,42.2,16.6,"35-39","M"
35,2020,3.6,5.8,-1.4,37.6,2.4,"35-39","M"
36,2020,3.4,-13.8,-8.8,35.2,-0.399999999999999,"35-39","M"
37,2020,-12.2,3.2,-8,36,13.6,"35-39","M"
38,2020,1,-2,-8.4,31.6,15.2,"35-39","M"
39,2020,-1.4,-3.6,2.2,35.2,-1.8,"35-39","M"
40,2020,-5.6,4.2,8.2,41.2,3.2,"35-39","M"
41,2020,3,7.6,5.2,48.2,5.2,"35-39","M"
42,2020,-8,-5.8,-4,47,-0.200000000000003,"35-39","M"
43,2020,-7,-1,-0.600000000000001,55.4,20.2,"35-39","M"
44,2020,5.2,-1.8,8.8,53.8,22.4,"35-39","M"
45,2020,6.6,7.6,7.8,58.8,13.8,"35-39","M"
46,2020,-1.8,-2.6,6.2,65.2,0,"35-39","M"
47,2020,0.399999999999999,0.799999999999997,-1.8,61.2,8.4,"35-39","M"
48,2020,-5.2,-6.2,7.6,67.6,8,"35-39","M"
49,2020,-0.199999999999999,0.600000000000001,-9.4,45.6,18.2,"35-39","M"
50,2020,3.2,6,9,66,-5.2,"35-39","M"
51,2020,-2.6,-1.8,1.4,65.4,2,"35-39","M"
52,2020,-5,-12.8,-10.8,64.2,NA,"35-39","M"
53,2020,-11,-4,-5,77,NA,"35-39","M"
1,2020,1.6,14.2,-3,7,-0.399999999999999,"35-39","F"
1,2021,0.6,7.2,3,10,NA,"35-39","F"
2,2020,0.199999999999999,6.8,-1.8,0.199999999999999,-2.6,"35-39","F"
2,2021,5.2,7.8,-0.800000000000001,0.199999999999999,NA,"35-39","F"
3,2020,2.8,-8,-1.2,-2.2,0,"35-39","F"
3,2021,3.8,-2,-4.2,8.8,NA,"35-39","F"
4,2020,-7.2,-11,-4,3,3.2,"35-39","F"
4,2021,-5.2,-5,-7,7,NA,"35-39","F"
5,2020,-0.800000000000001,6.8,-2.6,-2.6,7.2,"35-39","F"
5,2021,-1.8,-4.2,-9.6,2.4,NA,"35-39","F"
6,2020,3,-9.2,4.4,4.4,-8,"35-39","F"
6,2021,-5,-9.2,1.4,5.4,NA,"35-39","F"
7,2020,-5.2,-1.8,-5.4,-0.399999999999999,7.8,"35-39","F"
7,2021,1.8,4.2,-8.4,-1.4,NA,"35-39","F"
8,2020,-6.8,-12,5.2,4.2,9,"35-39","F"
8,2021,-6.8,0,-0.800000000000001,1.2,NA,"35-39","F"
9,2020,0.4,2,2.8,-0.199999999999999,11.4,"35-39","F"
9,2021,-0.6,-4,NA,-2.2,NA,"35-39","F"
10,2020,-1.4,0.399999999999999,-6.6,7.4,6,"35-39","F"
10,2021,-0.4,-1.6,NA,9.4,NA,"35-39","F"
11,2020,5,5.6,-0.199999999999999,-3.2,12.2,"35-39","F"
11,2021,-1,-4.4,NA,0.800000000000001,NA,"35-39","F"
12,2020,1.4,5.2,-2.6,11.4,-7.6,"35-39","F"
12,2021,-3.6,-4.8,NA,11.4,NA,"35-39","F"
13,2020,4,7.2,-4.6,4.4,-1.2,"35-39","F"
13,2021,NA,-2.8,NA,17.4,NA,"35-39","F"
14,2020,-1.2,-1,-4,-4,10.8,"35-39","F"
14,2021,NA,1,NA,13,NA,"35-39","F"
15,2020,1.8,9.8,1.2,3.2,26.2,"35-39","F"
15,2021,NA,6.8,NA,11.2,NA,"35-39","F"
16,2020,-1.2,4.8,-4.6,-2.6,10.6,"35-39","F"
16,2021,NA,0.800000000000001,NA,10.4,NA,"35-39","F"
17,2020,-1,6,-1.6,1.4,12.6,"35-39","F"
17,2021,NA,NA,NA,13.4,NA,"35-39","F"
18,2020,-0.800000000000001,-6.4,-7,1,15.6,"35-39","F"
18,2021,NA,NA,NA,3,NA,"35-39","F"
19,2020,-4.2,-2.4,-1.2,1.8,3.4,"35-39","F"
20,2020,-1,-2.6,-3,0,2.8,"35-39","F"
21,2020,7,-1.6,3.4,15.4,2.2,"35-39","F"
22,2020,-4.8,-2.6,-3.2,7.8,4.4,"35-39","F"
23,2020,0.4,0,4.4,4.4,3,"35-39","F"
24,2020,-6.2,11.2,-7,5,5.6,"35-39","F"
25,2020,-3,-0.399999999999999,-4.6,11.4,-1.2,"35-39","F"
26,2020,-3.4,-11.2,-8.8,3.2,0.800000000000001,"35-39","F"
27,2020,0,-7.4,-0.4,7.6,13.2,"35-39","F"
28,2020,-4.8,8.2,-6.8,6.2,2.4,"35-39","F"
29,2020,2,-1.6,-2.4,6.6,-4,"35-39","F"
30,2020,3.2,-6.2,-1.6,6.4,-12.2,"35-39","F"
31,2020,0,-1,-4.8,-1.8,-4.2,"35-39","F"
32,2020,1.6,-5,-3.8,6.2,0.399999999999999,"35-39","F"
33,2020,-0.199999999999999,2,1.2,8.2,4.2,"35-39","F"
34,2020,1.4,-6.6,-3.6,7.4,0,"35-39","F"
35,2020,4.4,-3.2,-8.6,3.4,-0.800000000000001,"35-39","F"
36,2020,2.2,-2,-6.6,12.4,3.4,"35-39","F"
37,2020,0.800000000000001,-3.8,-2.6,-2.6,1.6,"35-39","F"
38,2020,0.199999999999999,-5.6,-5.8,8.2,3.6,"35-39","F"
39,2020,0,-1.8,-4.6,3.4,-2.6,"35-39","F"
40,2020,-0.6,-2.2,7.6,4.6,6.2,"35-39","F"
41,2020,2.6,2.2,-1,3,1.6,"35-39","F"
42,2020,-2.2,-0.800000000000001,1.4,7.4,3.8,"35-39","F"
43,2020,2.2,-1.2,-10,11,3.2,"35-39","F"
44,2020,2.2,-3.6,-1.4,14.6,8,"35-39","F"
45,2020,5,-3.4,11.8,8.8,5,"35-39","F"
46,2020,-3.2,-6.4,-3.8,15.2,6.8,"35-39","F"
47,2020,-5.2,1.8,3.8,11.8,3.4,"35-39","F"
48,2020,-4.6,1.2,-5.2,18.8,5.6,"35-39","F"
49,2020,-1.4,-2.6,-2.6,12.4,0.600000000000001,"35-39","F"
50,2020,-0.199999999999999,-0.199999999999999,-3.4,10.6,5.2,"35-39","F"
51,2020,7.6,-3.6,3.4,12.4,-4,"35-39","F"
52,2020,-5.4,-1.4,-6.8,14.2,NA,"35-39","F"
53,2020,0,-7,-12,8,NA,"35-39","F"
1,2020,-0.600000000000001,1.2,-11.4,41.6,-12.8,"40-44","M"
1,2021,-5.6,-3.8,-25.4,49.6,NA,"40-44","M"
2,2020,-14.4,-3.59999999999999,-9.8,26.2,-12,"40-44","M"
2,2021,-5.4,20.4,-6.8,39.2,NA,"40-44","M"
3,2020,-7.2,-0.400000000000006,-14.4,48.6,-1.8,"40-44","M"
3,2021,2.8,4.59999999999999,2.6,53.6,NA,"40-44","M"
4,2020,-6,-8,2.8,32.8,9.40000000000001,"40-44","M"
4,2021,13,-12,-11.2,9.8,NA,"40-44","M"
5,2020,6.2,7,-6,20,-8.8,"40-44","M"
5,2021,2.2,-5,-21,30,NA,"40-44","M"
6,2020,-2.4,1,-17,8,-16.4,"40-44","M"
6,2021,2.6,6,-16,36,NA,"40-44","M"
7,2020,-10.2,13.8,-7,29,-9.8,"40-44","M"
7,2021,-6.2,-4.2,1,41,NA,"40-44","M"
8,2020,-3.4,-10,-11.6,25.4,9,"40-44","M"
8,2021,-9.4,-23,-3.6,32.4,NA,"40-44","M"
9,2020,-8.8,-23.4,-8.6,39.4,4.8,"40-44","M"
9,2021,7.2,-20.4,NA,49.4,NA,"40-44","M"
10,2020,4.6,1.40000000000001,7.6,34.6,0.200000000000003,"40-44","M"
10,2021,-2.4,9.40000000000001,NA,53.6,NA,"40-44","M"
11,2020,-12.2,-15.6,-4.2,30.8,-11.2,"40-44","M"
11,2021,-3.2,-0.599999999999994,NA,64.8,NA,"40-44","M"
12,2020,0.200000000000003,-0.200000000000003,-2,50,-2.40000000000001,"40-44","M"
12,2021,-15.8,1.8,NA,74,NA,"40-44","M"
13,2020,4.2,-8,5.8,11.8,1.8,"40-44","M"
13,2021,NA,-8,NA,65.8,NA,"40-44","M"
14,2020,7.4,8,11.6,30.6,4.59999999999999,"40-44","M"
14,2021,NA,5,NA,71.6,NA,"40-44","M"
15,2020,5.2,-3.8,-2.8,11.2,6.59999999999999,"40-44","M"
15,2021,NA,0.200000000000003,NA,52.2,NA,"40-44","M"
16,2020,-7.2,-17,-1.8,44.2,13.8,"40-44","M"
16,2021,NA,-5,NA,61.2,NA,"40-44","M"
17,2020,-0.399999999999999,-1.59999999999999,-16.8,29.2,44.6,"40-44","M"
17,2021,NA,NA,NA,42.2,NA,"40-44","M"
18,2020,0.799999999999997,-12,-6.4,31.6,16.4,"40-44","M"
18,2021,NA,NA,NA,37.6,NA,"40-44","M"
19,2020,3.8,-28.4,-5.6,40.4,0.400000000000006,"40-44","M"
20,2020,3.4,2,-11,25,-0.200000000000003,"40-44","M"
21,2020,-13.2,2.6,5,38,31.2,"40-44","M"
22,2020,-0.200000000000003,-0.200000000000003,-2,46,-2.8,"40-44","M"
23,2020,1.2,-19.4,-13.2,37.8,3,"40-44","M"
24,2020,-9.4,9.8,-6.2,23.8,4.2,"40-44","M"
25,2020,-13,-19.8,-8.4,22.6,8.2,"40-44","M"
26,2020,-4.4,-15,-8,39,-4.59999999999999,"40-44","M"
27,2020,4.8,2,-3.2,45.8,4.59999999999999,"40-44","M"
28,2020,2.8,-30.6,-22.6,27.4,-3.2,"40-44","M"
29,2020,0.799999999999997,-26.2,-16.6,52.4,9.59999999999999,"40-44","M"
30,2020,-5,-9.2,-0.600000000000001,40.4,5.2,"40-44","M"
31,2020,8.6,-6.2,1,42,11.4,"40-44","M"
32,2020,0,15.4,-6.4,32.6,2.2,"40-44","M"
33,2020,-4.6,-9.40000000000001,-20.6,46.4,0.400000000000006,"40-44","M"
34,2020,6.4,7.8,-5.2,49.8,20.8,"40-44","M"
35,2020,10,2.40000000000001,-0.200000000000003,37.8,12.4,"40-44","M"
36,2020,-1.8,0.200000000000003,-8.6,37.4,-5.59999999999999,"40-44","M"
37,2020,3.2,-7,-4,41,6.2,"40-44","M"
38,2020,6.8,-9.40000000000001,10,71,13,"40-44","M"
39,2020,7.2,-9.59999999999999,-16.4,49.6,22,"40-44","M"
40,2020,-0.399999999999999,-5.2,4.8,54.8,-1,"40-44","M"
41,2020,6.8,10.2,-7,41,11,"40-44","M"
42,2020,-2.4,8.6,-14.8,51.2,3.40000000000001,"40-44","M"
43,2020,13.4,8.8,-3.4,67.6,11.2,"40-44","M"
44,2020,0.799999999999997,2.40000000000001,2,98,3,"40-44","M"
45,2020,8.2,-8.40000000000001,4,93,18.2,"40-44","M"
46,2020,3.8,-13,4.2,62.2,-15.4,"40-44","M"
47,2020,16,-13.4,12.8,85.8,3.2,"40-44","M"
48,2020,-3.4,-3.40000000000001,-3.6,86.4,-14,"40-44","M"
49,2020,6.4,2.2,-0.799999999999997,81.2,13,"40-44","M"
50,2020,-6,-2.40000000000001,5,78,15.6,"40-44","M"
51,2020,8,0.400000000000006,-0.799999999999997,55.2,-8.8,"40-44","M"
52,2020,-5.4,12,2.2,72.2,NA,"40-44","M"
53,2020,6,-3,-5,65,NA,"40-44","M"
1,2020,2.8,5.8,-12.8,-10.8,-18,"40-44","F"
1,2021,0.800000000000001,8.8,-14.8,2.2,NA,"40-44","F"
2,2020,-1.4,-7.8,-9,-9,-8.8,"40-44","F"
2,2021,-10.4,-6.8,-3,-3,NA,"40-44","F"
3,2020,-13.6,-2.4,-14,-7,5.2,"40-44","F"
3,2021,6.4,1.6,-15,-2,NA,"40-44","F"
4,2020,3.6,-13.6,-4.4,2.6,-4.6,"40-44","F"
4,2021,-6.4,-8.6,-3.4,8.6,NA,"40-44","F"
5,2020,1.8,2.8,-6.8,-11.8,2.6,"40-44","F"
5,2021,-10.2,-0.200000000000003,-12.8,-4.8,NA,"40-44","F"
6,2020,0,-7.6,-6.6,-10.6,8.8,"40-44","F"
6,2021,-4,-7.6,-1.6,-0.600000000000001,NA,"40-44","F"
7,2020,-3,6.8,-5.8,-3.8,-8.6,"40-44","F"
7,2021,5,-2.2,-11.8,2.2,NA,"40-44","F"
8,2020,0.600000000000001,-11.8,-12.6,-9.6,4.4,"40-44","F"
8,2021,4.6,-5.8,-6.6,-0.600000000000001,NA,"40-44","F"
9,2020,-1.2,-4.6,-0.399999999999999,-9.4,1.4,"40-44","F"
9,2021,2.8,5.4,NA,-1.4,NA,"40-44","F"
10,2020,-5.8,-4.6,-6,-6,-5.2,"40-44","F"
10,2021,0.199999999999999,-3.6,NA,3,NA,"40-44","F"
11,2020,-12.2,3.8,10.6,-6.4,2.4,"40-44","F"
11,2021,-2.2,-5.2,NA,2.6,NA,"40-44","F"
12,2020,3.4,-0.200000000000003,8.4,-0.600000000000001,-3.8,"40-44","F"
12,2021,-4.6,8.8,NA,23.4,NA,"40-44","F"
13,2020,9.2,7.4,-1.8,-2.8,-2.8,"40-44","F"
13,2021,NA,-1.6,NA,17.2,NA,"40-44","F"
14,2020,0.399999999999999,-0.399999999999999,3.6,-7.4,7.4,"40-44","F"
14,2021,NA,5.6,NA,23.6,NA,"40-44","F"
15,2020,6.8,6.8,-8.2,7.8,13.6,"40-44","F"
15,2021,NA,5.8,NA,9.8,NA,"40-44","F"
16,2020,-6.8,-5.6,-4.2,2.8,13.4,"40-44","F"
16,2021,NA,-8.6,NA,14.8,NA,"40-44","F"
